id,date,hour,season,is_weekend,is_holiday,temperature,temperature_feels,humidity,wind_speed,weather_code,bike_rented
542,2015-01-26,14,3,0,0,9,6,60,22,2,medium
16307,2016-11-18,20,2,0,0,6,3.5,71,13,1,medium
9716,2016-02-14,23,3,1,0,2.5,-1.5,78,14,2,very low
13855,2016-08-06,22,1,1,0,20,20,64,16,1,high
12211,2016-05-29,15,0,1,0,18,18,64,17.5,3,very high
12376,2016-06-05,12,1,1,0,19,19,68.5,11,2,very high
11829,2016-05-13,17,0,0,0,13.5,13.5,69.5,23,3,very high
1173,2015-02-21,22,3,1,0,4,1,75,13,1,low
10009,2016-02-27,05,3,1,0,4,1.5,70,10,2,very low
3701,2015-06-07,15,1,1,0,19,19,35,13,1,very high
14017,2016-08-13,16,1,1,0,25,25,49,21,2,very high
17293,2016-12-29,22,3,0,0,2,2,93,3,1,low
11738,2016-05-09,22,0,0,0,16,16,83,11,3,low
11632,2016-05-05,12,0,0,0,19,19,32,18,1,high
3666,2015-06-06,04,1,1,0,10.5,9.5,79.5,16,1,very low
3852,2015-06-13,22,1,1,0,18,18,68,8,4,medium
17046,2016-12-19,15,3,0,0,8,6.5,87,8,4,medium
7027,2015-10-25,01,2,1,0,9,7,80,11.6666666666667,1,medium
9587,2016-02-09,14,3,0,0,8,4,50,29,2,medium
9591,2016-02-09,18,3,0,0,6,1.5,66,29.5,7,very high
9047,2016-01-17,19,3,1,0,4,0.5,65,16,1,low
11276,2016-04-20,16,0,0,0,12,12,56,26,1,very high
2185,2015-04-05,08,0,1,0,7.5,7,84.5,3,3,low
9740,2016-02-15,23,3,0,0,2.5,1,87,6.5,1,low
12511,2016-06-11,03,1,1,0,16,16,77,5.5,2,low
3328,2015-05-22,23,0,0,0,18,18,68,10,3,medium
13338,2016-07-16,05,1,1,0,18,18,83,21.5,4,very low
1022,2015-02-15,15,3,1,0,9.5,9,69,6.5,2,high
9083,2016-01-19,07,3,0,0,-0.5,-0.5,83,2,1,high
3481,2015-05-29,08,0,0,0,12.5,12.5,65,19.5,2,very high
14836,2016-09-18,11,2,1,0,17.5,17.5,75,11,4,very high
2436,2015-04-15,19,0,0,0,21.5,21,33,16,1,very high
13937,2016-08-10,08,1,0,0,14,14,74.5,16,2,very high
871,2015-02-09,07,3,0,0,5,2,87,11,3,high
10573,2016-03-21,17,0,0,0,9.5,6.5,58,18.5,3,very high
7890,2015-11-30,09,2,0,0,13,13,74.5,29.5,3,high
6357,2015-09-26,20,2,1,0,14.5,14.5,65,12,1,medium
11075,2016-04-12,07,0,0,0,9,8,87,8,2,very high
13478,2016-07-22,01,1,0,0,19,19,83,12,7,low
751,2015-02-04,07,3,0,0,2,-1.5,87,12,3,high
5480,2015-08-20,22,1,0,0,19.5,19.5,85.5,13,4,medium
291,2015-01-16,03,3,0,0,6.5,2.5,59,25,1,very low
12503,2016-06-10,19,1,0,0,19.5,19.5,66,17,1,very high
12666,2016-06-17,14,1,0,0,18.5,18.5,60,14,2,high
8769,2016-01-06,05,3,0,0,6,5,100,5.5,26,very low
915,2015-02-11,04,3,0,0,5,3,81,9,4,very low
13807,2016-08-04,21,1,0,0,19.5,19.5,62,19.5,2,high
10085,2016-03-01,09,0,0,0,10,7,88,26,7,high
3633,2015-06-04,16,1,0,0,22,21,37,20,1,very high
5825,2015-09-04,07,2,0,0,13,13,77,13,2,very high
3776,2015-06-10,18,1,0,0,17,17,45,30.5,1,very high
11497,2016-04-29,21,0,0,0,9,6.5,56,16.5,1,low
3274,2015-05-20,17,0,0,0,15,15,48,25,2,very high
16968,2016-12-16,09,3,0,0,9,7,94,12,4,very high
6228,2015-09-21,11,2,0,0,15.5,15.5,77,19.5,3,medium
7516,2015-11-14,11,2,1,0,10,8,88,16,7,low
13965,2016-08-11,12,1,0,0,19,19,60,21,2,high
3980,2015-06-19,06,1,0,0,13.5,13.5,67,18,1,medium
9024,2016-01-16,20,3,1,0,3,2,81,6,1,medium
222,2015-01-13,06,3,0,0,10,7.5,82,20.5,2,low
12848,2016-06-25,19,1,1,0,16,16,77,12,7,medium
7323,2015-11-06,10,2,0,0,15,15,88,18,7,low
8803,2016-01-07,15,3,0,0,8,3.5,62,37,2,medium
1634,2015-03-13,03,0,0,0,8.5,7,62,9,1,very low
6631,2015-10-08,06,2,0,0,8.5,6.5,84.5,14,2,medium
16002,2016-11-06,02,2,1,0,4,0,72.5,19,1,low
9934,2016-02-24,02,3,0,0,2,2,87,4,1,very low
6223,2015-09-21,06,2,0,0,15,15,82,12,3,medium
13838,2016-08-06,05,1,1,0,15,15,82,11,1,very low
8981,2016-01-15,01,3,0,0,3.5,-1.5,72.5,24,1,very low
13901,2016-08-08,20,1,0,0,19,19,47.5,17,1,high
5813,2015-09-03,19,2,0,0,14,14,65.5,18,7,high
1219,2015-02-23,20,3,0,0,5,0.5,70,25,1,medium
1421,2015-03-04,06,0,0,0,3.5,-1,84,21,1,low
12629,2016-06-16,01,1,0,0,14,14,82,8,3,low
14919,2016-09-21,22,2,0,0,16,16,77,9,1,medium
254,2015-01-14,14,3,0,0,7,3.5,55,22,2,medium
9661,2016-02-12,16,3,0,0,6,2,76,21,3,high
15889,2016-11-01,09,2,0,0,10,9,100,9,3,very high
16499,2016-11-26,20,2,1,0,6.5,4,90,12,2,medium
15080,2016-09-28,15,2,0,0,23.5,23.5,59,26,2,high
3892,2015-06-15,14,1,0,0,17.5,17.5,47.5,16,2,high
4558,2015-07-13,09,1,0,0,17.5,17.5,85.5,15,7,high
11857,2016-05-14,21,0,1,0,10.5,10,60,9,1,medium
4513,2015-07-11,11,1,1,0,23.5,23.5,48.5,20.5,2,very high
582,2015-01-28,06,3,0,0,9,5.5,79,24,3,low
470,2015-01-23,14,3,0,0,5,1,66,19.5,1,medium
6789,2015-10-15,03,2,0,0,10,9,88,9,1,very low
1542,2015-03-09,07,0,0,0,6,4,76,9.5,3,very high
14094,2016-08-17,00,1,0,0,16,16,77,10,2,low
5301,2015-08-13,11,1,0,0,20.5,20.5,78,17,7,medium
227,2015-01-13,11,3,0,0,9,6,68.5,18,2,medium
16577,2016-11-30,02,2,0,0,0,-1.5,87,6.5,1,very low
14492,2016-09-04,03,2,1,0,19,19,83,24,2,low
10369,2016-03-13,05,0,1,0,2.5,0.5,96.5,7.5,4,very low
38,2015-01-05,13,3,0,0,10,8.5,82,10,3,medium
5640,2015-08-27,14,1,0,0,19,19,56,23,2,high
12209,2016-05-29,13,0,1,0,16.5,16.5,70,19.5,3,very high
13216,2016-07-11,03,1,0,0,17,17,77,21,4,very low
13735,2016-08-01,21,1,0,0,15,15,88,10,7,low
5793,2015-09-02,23,2,0,0,14,14,79.5,11,7,low
4474,2015-07-09,20,1,0,0,22,21,32,6.5,1,very high
1904,2015-03-24,09,0,0,0,7,5,71,10,2,high
7292,2015-11-05,03,2,0,0,14,14,94,6.5,7,very low
11286,2016-04-21,02,0,0,0,8,6,82,10,1,very low
11559,2016-05-02,11,0,0,1,14,14,77,22,3,high
9019,2016-01-16,15,3,1,0,5,2,66,12,1,high
10637,2016-03-24,09,0,0,0,9.5,7,71,19.5,1,high
10580,2016-03-22,00,0,0,0,5.5,5.5,78.5,4,1,very low
7397,2015-11-09,12,2,0,0,15,15,63,30.5,3,medium
6513,2015-10-03,08,2,1,0,11,11,91,6.5,3,medium
5077,2015-08-04,03,1,0,0,16.5,16.5,80,14,1,very low
9136,2016-01-21,12,3,0,0,7,4,63.5,18.5,3,medium
15071,2016-09-28,06,2,0,0,14,14,82,19.5,2,medium
7972,2015-12-03,20,3,0,0,12,12,79.5,28.5,7,medium
13459,2016-07-21,06,1,0,0,17,17,77,14,2,medium
10025,2016-02-27,21,3,1,0,4,0,65,18,4,low
4446,2015-07-08,16,1,0,0,19.5,19.5,66,29.5,3,very high
771,2015-02-05,03,3,0,0,3,-1,81,15,2,very low
3507,2015-05-30,10,0,1,0,15,15,46.5,19.5,2,high
2298,2015-04-10,01,0,0,0,8.5,7.5,90,7,1,very low
12138,2016-05-26,14,0,0,0,19,19,47.5,8,1,high
16899,2016-12-13,12,3,0,0,13,13,94,15,3,medium
14998,2016-09-25,05,2,1,0,19,19,70.5,17,2,very low
6280,2015-09-23,15,2,0,0,17,17,56,25,2,high
8097,2015-12-09,01,3,0,0,7.5,4.5,78.5,18.5,1,very low
5232,2015-08-10,14,1,0,0,23,23,65,19.5,2,high
7209,2015-11-01,16,2,1,0,11,11,100,9,4,very high
7130,2015-10-29,09,2,0,0,15,15,77,15,2,very high
14526,2016-09-05,13,2,0,0,20.5,20.5,78,6.5,3,high
1394,2015-03-03,03,0,0,0,5,2.5,76,9,2,very low
5111,2015-08-05,13,1,0,0,21,21,50,12,2,high
14684,2016-09-12,03,2,0,0,15,15,79.5,7,1,very low
6729,2015-10-12,09,2,0,0,10.5,10,74,11,3,very high
13514,2016-07-23,13,1,1,0,26,26,49.5,6.5,2,very high
1107,2015-02-19,04,3,0,0,6,2.5,76,19.5,1,very low
6529,2015-10-04,00,2,1,0,11.5,11.5,82,9,2,medium
2296,2015-04-09,23,0,0,0,10,10,82,6,1,low
3531,2015-05-31,10,0,1,0,15,15,88,24,7,low
15000,2016-09-25,07,2,1,0,16,16,85.5,17.5,7,low
12294,2016-06-02,02,1,0,0,11,11,94,18,4,very low
15339,2016-10-09,10,2,1,0,12.5,12.5,69.5,12,2,high
3409,2015-05-26,08,0,0,0,13,13,67,18,2,very high
5499,2015-08-21,17,1,0,0,26,26,48,20,1,very high
11078,2016-04-12,10,0,0,0,12.5,12.5,61,16,1,medium
11828,2016-05-13,16,0,0,0,15.5,15.5,63,22,3,very high
14780,2016-09-16,03,2,0,0,19,19,83,12,4,very low
12369,2016-06-05,05,1,1,0,12,12,94,7,3,very low
8859,2016-01-09,23,3,1,0,7.5,4.5,78.5,17.5,7,low
2909,2015-05-05,12,0,0,0,16,16,45,42.5,2,medium
2046,2015-03-30,08,0,0,0,8,5,66,20.5,3,very high
7678,2015-11-21,13,2,1,0,6,1,61,36,3,high
11478,2016-04-29,02,0,0,0,7,3.5,76,22,2,very low
9502,2016-02-05,18,3,0,0,11,11,77,20,3,very high
7705,2015-11-22,16,2,1,0,6,3.5,73.5,11,2,medium
2352,2015-04-12,07,0,1,0,7.5,5.5,81.5,11,1,very low
8302,2015-12-17,18,3,0,0,13.5,13.5,85,18,7,very high
13152,2016-07-08,11,1,0,0,20.5,20.5,66.5,28,3,high
11227,2016-04-18,15,0,0,0,12,12,54,19.5,3,medium
13457,2016-07-21,04,1,0,0,16.5,16.5,80,14,1,very low
16617,2016-12-01,18,3,0,0,6.5,3.5,81,14,1,very high
13973,2016-08-11,20,1,0,0,21,21,64,20,1,high
15306,2016-10-08,01,2,1,0,13,13,82,8,2,low
14682,2016-09-12,01,2,0,0,14.5,14.5,77,9,1,low
8407,2015-12-22,03,3,0,0,14,14,88,25,3,very low
5703,2015-08-30,05,1,1,0,16,16,88,5,7,very low
5529,2015-08-22,23,1,1,0,21,21,69,18.5,1,high
5771,2015-09-02,01,2,0,0,13,13,85,7,1,very low
3714,2015-06-08,04,1,0,0,10.5,10.5,85,6,1,very low
8340,2015-12-19,08,3,1,0,15,15,79.5,22,2,low
57,2015-01-06,08,3,0,0,9,7,82,12,7,very high
13700,2016-07-31,10,1,1,0,19.5,19.5,54.5,11,2,very high
15934,2016-11-03,06,2,0,0,4,2,87,8,1,medium
1170,2015-02-21,19,3,1,0,5,2,70,17,1,medium
4684,2015-07-18,15,1,1,0,23,22,32,17,1,very high
14178,2016-08-20,12,1,1,0,19.5,19.5,66,29,2,very high
2417,2015-04-15,00,0,0,0,14,14,65,12,1,low
12721,2016-06-19,21,1,1,0,16,16,88,17.5,7,low
7337,2015-11-07,00,2,1,0,15,15,88,12,1,low
9006,2016-01-16,02,3,1,0,3,0,81,11,3,very low
2290,2015-04-09,17,0,0,0,16,16,53.5,14,1,very high
11277,2016-04-20,17,0,0,0,12,12,51,29,1,very high
518,2015-01-25,14,3,1,0,9,6,66,22,3,high
4708,2015-07-19,15,1,1,0,24.5,24.5,41.5,29.5,1,very high
3684,2015-06-06,22,1,1,0,15,15,48,20.5,1,medium
16148,2016-11-12,04,2,1,0,8.5,6.5,73.5,14,2,very low
4887,2015-07-27,05,1,0,0,16,16,83,27,4,very low
14972,2016-09-24,03,2,1,0,15.5,15.5,74.5,14,1,low
16489,2016-11-26,10,2,1,0,6.5,5,84,7.5,1,high
10381,2016-03-13,17,0,1,0,6,2.5,73.5,21.5,1,high
12939,2016-06-29,14,1,0,0,15.5,15.5,82.5,28,7,medium
7320,2015-11-06,07,2,0,0,15,15,82,18,3,very high
11453,2016-04-28,01,0,0,0,5,4.5,84,3,3,very low
5610,2015-08-26,08,1,0,0,19,19,78,27,3,very high
15884,2016-11-01,04,2,0,0,9,9,100,2,1,very low
4050,2015-06-22,04,1,0,0,12.5,12.5,85,19.5,7,very low
12974,2016-07-01,01,1,0,0,17,17,80,22,3,low
8114,2015-12-09,18,3,0,0,11,11,72,21,1,very high
13825,2016-08-05,16,1,0,0,24,23.5,40,16,1,very high
11910,2016-05-17,02,0,0,0,12,12,79.5,11,1,very low
4343,2015-07-04,09,1,1,0,23.5,23.5,59.5,26,1,high
10220,2016-03-07,00,0,0,0,4,1.5,70,10,1,very low
9473,2016-02-04,13,3,0,0,13.5,13.5,69.5,27,3,medium
16171,2016-11-13,04,2,1,0,8,7,87,6.5,1,very low
13610,2016-07-27,13,1,0,0,21,21,73,22,3,high
9002,2016-01-15,22,3,0,0,3.5,0,78,14,2,low
4779,2015-07-22,17,1,0,0,20,20,60.5,19,2,very high
15960,2016-11-04,08,2,0,0,10,8,71,11,1,very high
12417,2016-06-07,05,1,0,0,13,13,77,5.5,1,very low
4476,2015-07-09,22,1,0,0,18.5,18.5,58,16,1,high
10078,2016-03-01,02,0,0,0,5,1.5,81,18,7,very low
14614,2016-09-09,05,2,0,0,18,18,78,14,4,very low
476,2015-01-23,20,3,0,0,6.5,2.5,78.5,24,2,medium
5673,2015-08-28,23,1,0,0,16,16,74.5,11,1,medium
14537,2016-09-06,00,2,0,0,22,22,83,15,3,low
9153,2016-01-22,05,3,0,0,6,3,73.5,13,2,very low
13898,2016-08-08,17,1,0,0,20,20,43,19,1,very high
2155,2015-04-04,01,0,1,0,10,10,94,3,7,low
6242,2015-09-22,01,2,0,0,11,11,91,10,1,very low
7094,2015-10-27,21,2,0,0,15,15,82,7,1,medium
14410,2016-08-30,04,1,0,0,16,16,70,7,1,very low
3571,2015-06-02,02,1,0,0,13,13,82,36,7,very low
14200,2016-08-21,10,1,1,0,19,19,64,30.5,3,high
15574,2016-10-19,05,2,0,0,11,11,77,22,1,very low
12244,2016-05-31,00,0,0,0,14,14,69.5,26,4,low
16635,2016-12-02,12,3,0,0,8,7,82,6,4,high
15218,2016-10-04,09,2,0,0,15.5,15.5,79.5,26,2,very high
9995,2016-02-26,15,3,0,0,6,3,57,17,2,medium
9567,2016-02-08,18,3,0,0,9.5,5,62,46,3,very high
13557,2016-07-25,08,1,0,0,18.5,18.5,70.5,17,2,very high
10848,2016-04-02,19,0,1,0,9,6.5,84.5,14,7,low
13627,2016-07-28,06,1,0,0,16,16,68,7.5,2,medium
13786,2016-08-04,00,1,0,0,17,17,77,22,2,low
15864,2016-10-31,08,2,0,0,10.5,10,97,6.5,4,very high
1160,2015-02-21,09,3,1,0,4.5,0.5,84,19,2,low
16470,2016-11-25,15,2,0,0,10.5,9,58,20.5,1,high
9067,2016-01-18,15,3,0,0,3.5,0.5,70,12,2,medium
1590,2015-03-11,07,0,0,0,5,2.5,87,11,1,very high
9627,2016-02-11,06,3,0,0,2,-1,87,10,1,low
6697,2015-10-11,01,2,1,0,13,13,82,11,3,low
16101,2016-11-10,05,2,0,0,6,3,87,14,1,very low
4492,2015-07-10,14,1,0,0,25.5,24.5,28,15,1,very high
13090,2016-07-05,21,1,0,0,18.5,18.5,50.5,8,1,high
2787,2015-04-30,10,0,0,0,12.5,12.5,52.5,26,2,high
12665,2016-06-17,13,1,0,0,16.5,16.5,80,8,7,high
3373,2015-05-24,20,0,1,0,18,18,70.5,6.5,2,high
15006,2016-09-25,13,2,1,0,19.5,19.5,47.5,28.5,2,very high
4975,2015-07-30,21,1,0,0,16,16,61,12,1,high
8720,2016-01-04,04,3,0,0,8,6,82,10,2,very low
3298,2015-05-21,17,0,0,0,20,20,30,20.5,1,very high
9727,2016-02-15,10,3,0,0,4,0,70,22,2,medium
4003,2015-06-20,05,1,1,0,14,14,72,8,2,very low
15050,2016-09-27,09,2,0,0,18,18,66,21.5,3,very high
8841,2016-01-09,05,3,1,0,9,7,84.5,12,2,very low
4740,2015-07-21,02,1,0,0,17,17,70.5,23,1,very low
9997,2016-02-26,17,3,0,0,6,3,61,18,1,very high
14815,2016-09-17,14,2,1,0,16,16,83,20,4,very high
2810,2015-05-01,09,0,0,0,9,5.5,64,27,2,very high
8975,2016-01-14,19,3,0,0,4,-1,56,29,1,high
7831,2015-11-27,22,2,0,0,8,3.5,71,36,7,low
1971,2015-03-27,04,0,0,0,6,2,71,21,1,very low
9827,2016-02-19,14,3,0,0,10,7,60,22,3,high
9841,2016-02-20,04,3,1,0,10,7,79,24,3,very low
10214,2016-03-06,18,0,1,0,5,3,73,8,2,medium
8376,2015-12-20,20,3,1,0,11,11,79.5,17,1,low
11614,2016-05-04,18,0,0,0,16.5,16.5,26,17.5,1,very high
3567,2015-06-01,22,1,0,0,13,13,67,34,7,low
15465,2016-10-14,16,2,0,0,13.5,13.5,67.5,20.5,3,very high
10723,2016-03-28,14,0,0,1,11.5,11.5,45.5,32,1,high
13757,2016-08-02,19,1,0,0,21,21,83,18.5,3,very high
10743,2016-03-29,10,0,0,0,10,6,58,33,2,medium
10344,2016-03-12,04,0,1,0,5,5,93,4,3,very low
8973,2016-01-14,17,3,0,0,5,0,53,30.5,2,very high
2348,2015-04-12,03,0,1,0,7,6,61,7,1,low
1329,2015-02-28,10,3,1,0,9,6,82,22,3,medium
17247,2016-12-28,00,3,0,0,1,0,100,3,1,very low
10796,2016-03-31,15,0,0,0,12,12,39.5,14,2,high
13282,2016-07-13,21,1,0,0,16.5,16.5,63.5,13,1,high
7143,2015-10-29,22,2,0,0,14,14,94,14,4,low
1195,2015-02-22,20,3,1,0,8,4,87,30.5,7,low
5379,2015-08-16,17,1,1,0,19,19,56,12,3,very high
15824,2016-10-29,15,2,1,0,16,16,72,2,4,very high
1818,2015-03-20,19,0,0,0,10,9,62,9,1,high
11850,2016-05-14,14,0,1,0,12,12,47,15,3,very high
7964,2015-12-03,12,3,0,0,13,13,77,19,2,medium
16327,2016-11-19,16,2,1,0,6.5,3.5,78.5,17,7,high
14931,2016-09-22,10,2,0,0,18.5,18.5,62,14,2,high
10938,2016-04-06,13,0,0,0,12.5,12.5,57,28,7,medium
10365,2016-03-13,01,0,1,0,5,3.5,93,6.5,3,low
10616,2016-03-23,12,0,0,0,10,10,58,6,3,medium
14108,2016-08-17,14,1,0,0,24.5,24.5,43,17,1,high
8548,2015-12-28,00,3,0,1,11,11,94,11,1,low
113,2015-01-08,17,3,0,0,9,6,76,22,2,very high
13358,2016-07-17,01,1,1,0,20,20,83,14,2,medium
13153,2016-07-08,12,1,0,0,21.5,21.5,62.5,30,2,high
781,2015-02-05,13,3,0,0,5,2,73,17,3,medium
5978,2015-09-10,16,2,0,0,19.5,19.5,49,24,1,very high
10856,2016-04-03,03,0,1,0,9,8,90.5,8,7,very low
65,2015-01-06,16,3,0,0,8,5,68.5,19.5,2,high
13856,2016-08-06,23,1,1,0,19.5,19.5,68.5,13,1,medium
4169,2015-06-27,03,1,1,0,15,15,77,17,1,low
1632,2015-03-13,01,0,0,0,9,6.5,58,16,1,very low
1944,2015-03-26,01,0,0,0,5,2,84,12,1,very low
5094,2015-08-04,20,1,0,0,18,18,56,28,2,high
17260,2016-12-28,13,3,0,0,3,0,100,11,4,medium
9855,2016-02-20,19,3,1,0,12,12,88,35,7,low
6991,2015-10-23,13,2,0,0,14,14,57,13,3,high
11669,2016-05-07,01,0,1,0,13,13,82,11,1,low
8333,2015-12-19,01,3,1,0,14,14,85,23,3,low
11529,2016-05-01,05,0,1,0,5,3,81,8,1,very low
15436,2016-10-13,11,2,0,0,12,12,74.5,22.5,2,medium
8492,2015-12-25,16,3,0,1,14,14,82,25,7,very high
5207,2015-08-09,13,1,1,0,25.5,25.5,36.5,15,1,very high
12719,2016-06-19,19,1,1,0,17,17,77,19.5,7,high
15888,2016-11-01,08,2,0,0,10,9,94,8,3,very high
16023,2016-11-06,23,2,1,0,7,3,81,23,3,very low
9241,2016-01-25,21,3,0,0,10,7,67,20,1,low
9490,2016-02-05,06,3,0,0,10.5,9.5,85,17,3,low
10441,2016-03-16,05,0,0,0,8,5,87,15,4,very low
14947,2016-09-23,02,2,0,0,14,14,72,9,3,very low
13876,2016-08-07,19,1,1,0,22.5,22.5,47,29.5,1,very high
13513,2016-07-23,12,1,1,0,26.5,26.5,48,9,3,very high
10816,2016-04-01,11,0,0,0,11.5,11.5,48.5,17,1,medium
11189,2016-04-17,01,0,1,0,4,4,81,4,1,low
14500,2016-09-04,11,2,1,0,19,19,68,25,3,high
9108,2016-01-20,08,3,0,0,-0.5,-3.5,80,8,3,very high
12101,2016-05-25,01,0,0,0,10.5,9.5,64.5,15,4,very low
12227,2016-05-30,07,0,0,1,13,13,82,19.5,4,low
13313,2016-07-15,04,1,0,0,13.5,13.5,85,11,1,very low
16742,2016-12-06,23,3,0,0,10,10,94,5,1,low
15513,2016-10-16,16,2,1,0,16.5,16.5,72.5,16,7,high
2566,2015-04-21,05,0,0,0,5.5,5,78.5,5,1,very low
14376,2016-08-28,18,1,1,0,20.5,20.5,71,23,2,very high
13165,2016-07-09,00,1,1,0,18,18,68,16,1,medium
14633,2016-09-10,00,2,1,0,19,19,78,16,1,low
15412,2016-10-12,11,2,0,0,15,15,65.5,23,2,medium
4043,2015-06-21,21,1,1,0,18,18,56,25,3,medium
6192,2015-09-19,23,2,1,0,13.5,13.5,82,0,1,medium
947,2015-02-12,12,3,0,0,4,3,75,6,4,medium
2068,2015-03-31,10,0,0,0,11,11,50,45.5,2,medium
9765,2016-02-17,00,3,0,0,4,2,75,9,4,very low
13001,2016-07-02,04,1,1,0,12,12,77,21.5,1,very low
14117,2016-08-17,23,1,0,0,18,18,75.5,6.5,1,medium
15881,2016-11-01,01,2,0,0,10,10,97,2,1,very low
12176,2016-05-28,04,0,1,0,11,11,88,8,2,low
16233,2016-11-15,18,2,0,0,15,15,88,15,7,very high
17357,2017-01-01,14,3,1,0,8,5,90.5,20.5,7,very low
14817,2016-09-17,16,2,1,0,16,16,83,20.5,4,very high
1287,2015-02-26,16,3,0,0,9,6.5,73.5,15,2,medium
5954,2015-09-09,16,2,0,0,19,19,50.5,27,1,very high
4814,2015-07-24,04,1,0,0,17,17,59,6,1,very low
11860,2016-05-15,00,0,1,0,8.5,7.5,68.5,7,1,low
4826,2015-07-24,16,1,0,0,14,14,91,14,7,low
3406,2015-05-26,05,0,0,0,11,11,77,14,1,very low
9115,2016-01-20,15,3,0,0,5.5,4.5,68,6,2,medium
9173,2016-01-23,01,3,1,0,8,5,84.5,21,1,low
5347,2015-08-15,09,1,1,0,16,16,70,18,2,medium
12943,2016-06-29,18,1,0,0,16,16,83,24,3,very high
3779,2015-06-10,21,1,0,0,14.5,14.5,61,20,1,medium
8648,2016-01-01,04,3,0,1,5,4,76,5.5,1,low
16445,2016-11-24,14,2,0,0,11,11,72,28.5,3,medium
5118,2015-08-05,20,1,0,0,18,18,75.5,8,7,high
721,2015-02-03,01,3,0,0,1,-2,81,9,4,very low
1163,2015-02-21,12,3,1,0,6,2.5,66,19.5,4,high
2564,2015-04-21,03,0,0,0,6,5,76,6,1,very low
12889,2016-06-27,12,1,0,0,20,20,60,19.5,2,high
8286,2015-12-17,02,3,0,0,14,14,77,19,1,low
14502,2016-09-04,13,2,1,0,20,20,58,30.5,3,very high
10099,2016-03-01,23,0,0,0,9,5.5,73.5,25,3,low
17,2015-01-04,16,3,1,0,3,0,93,12,3,medium
11264,2016-04-20,04,0,0,0,5.5,4.5,90,6,1,very low
8809,2016-01-07,21,3,0,0,6,2,66,26,1,low
10382,2016-03-13,18,0,1,0,5,2,81,17,1,medium
16466,2016-11-25,11,2,0,0,10.5,9.5,56,19.5,1,medium
13934,2016-08-10,05,1,0,0,12.5,12.5,79.5,13,1,very low
3119,2015-05-14,06,0,0,0,9.5,7,84.5,17,2,medium
14477,2016-09-03,12,2,1,0,21,21,57,24,2,very high
4132,2015-06-25,14,1,0,0,24,24,41,11,1,high
6723,2015-10-12,03,2,0,0,9,8,82,6,4,very low
11058,2016-04-11,14,0,0,0,14,14,72,14,7,low
2693,2015-04-26,12,0,1,0,9,7,84.5,14,3,high
5857,2015-09-05,15,2,1,0,16,16,55.5,14,4,very high
3649,2015-06-05,11,1,0,0,24,24,65,21,2,high
4376,2015-07-05,18,1,1,0,20.5,20.5,56.5,21.5,2,very high
10450,2016-03-16,14,0,0,0,9,5,54,30.5,2,medium
7710,2015-11-22,21,2,1,0,4,1,87,12,2,low
2076,2015-03-31,18,0,0,0,11,11,47,42.5,7,very high
10619,2016-03-23,15,0,0,0,10,10,56,5,3,high
5966,2015-09-10,04,2,0,0,12.5,12.5,91,5,1,very low
14305,2016-08-25,19,1,0,0,26.5,27.5,61.5,11,1,very high
12318,2016-06-03,02,1,0,0,10,8,88,13,4,very low
780,2015-02-05,12,3,0,0,4,0,81,17,2,medium
8582,2015-12-29,10,3,0,0,12,12,79.5,16,2,medium
15014,2016-09-25,21,2,1,0,15.5,15.5,61,11,1,low
13977,2016-08-12,00,1,0,0,18,18,78,19.5,1,low
16760,2016-12-07,17,3,0,0,13,13,77,14,1,very high
3895,2015-06-15,17,1,0,0,16.5,16.5,53.5,17.5,2,very high
12022,2016-05-21,18,0,1,0,16.5,16.5,75,15,7,high
8287,2015-12-17,03,3,0,0,14,14,77,20,1,very low
4750,2015-07-21,12,1,0,0,24,24,45.5,25,2,high
8455,2015-12-24,03,3,0,0,12,12,72,24,3,very low
9578,2016-02-09,05,3,0,0,6,4.5,71,7.5,1,very low
2637,2015-04-24,04,0,0,0,8,7,87,6,1,very low
3012,2015-05-09,19,0,1,0,16,16,45,25,1,high
12583,2016-06-14,03,1,0,0,15,15,88,12,2,very low
16907,2016-12-13,20,3,0,0,13,13,88,13,4,medium
17151,2016-12-24,00,3,1,0,9,6,84.5,18,2,very low
13809,2016-08-04,23,1,0,0,18,18,70.5,18.5,2,medium
1540,2015-03-09,05,0,0,0,5,4.5,81,5,2,very low
2163,2015-04-04,09,0,1,0,8.5,6,81.5,18.5,3,low
11887,2016-05-16,03,0,0,0,11,11,77,6,4,very low
14804,2016-09-17,03,2,1,0,15,15,77,19.5,1,very low
9523,2016-02-06,15,3,1,0,13,13,63,41,2,high
8228,2015-12-14,16,3,0,0,10,8.5,79,10,7,medium
2843,2015-05-02,18,0,1,0,11,11,77,27,4,high
4521,2015-07-11,19,1,1,0,22.5,21.5,42.5,25,1,very high
11157,2016-04-15,17,0,0,0,10.5,9.5,91,9,7,high
13561,2016-07-25,12,1,0,0,23,23,44,19.5,2,high
15094,2016-09-29,05,2,0,0,18,18,83,25,7,very low
7853,2015-11-28,20,2,1,0,11,11,72,34,7,low
15044,2016-09-27,03,2,0,0,15,15,70.5,9.5,1,very low
8621,2015-12-31,01,3,0,0,9.5,7,79,19.5,7,very low
9692,2016-02-13,23,3,1,0,4.5,1.5,84,11,7,low
15039,2016-09-26,22,2,0,0,14,14,77,6,1,medium
2250,2015-04-08,01,0,0,0,11,11,77,6.5,1,very low
8672,2016-01-02,04,3,1,0,10,7.5,88,19.5,3,very low
